AMZN,Open,High,Low,Close,Volume,r_percent_increase_high,r_percent_increase_close,c_four_percent_high,SMA,SMA_diff,Stochastic,Stochastic_diff,rsi_up_var,rsi_down_var,RSI,RSI_diff,ROC,ROC_diff,tr,ATR,ATR_diff,pos_dx,neg_dx,dx,ADX,ADX_diff,rsi_over_80,rsi_over_70,rsi_over_60,rsi_under_40,rsi_under_30,rsi_under_20,sto_over_80,sto_over_70,sto_over_60,sto_under_40,sto_under_30,sto_under_20
1999-12-08,86.81,93.0,86.75,88.0,12867200.0,28.40909090909091,21.250000000000004,Buy,87.85444444444445,0.08333333333334281,58.94590846047157,8.969024503005073,1.9399999999999977,0.0,66.24293785310735,6.326503312717371,0.8595988538681949,-4.4125723999544375,6.939999999999998,5.942142857142855,0.16999999999999993,5.0,0.0,55.61238988348962,,,0,0,1,0,0,0,0,0,0,0,0,0
1999-12-09,95.25,113.0,93.44,103.6,41364600.0,8.108108108108114,2.9922779922780007,Buy,89.01777777777778,1.163333333333327,74.59459459459458,15.648686134123011,15.599999999999994,0.0,75.88781275221955,9.644874899112196,11.242349404058842,10.382750550190647,25.0,7.517857142857141,1.5757142857142856,20.0,0.0,71.69777133538685,30.373261956444875,,0,1,1,0,0,0,0,1,1,0,0,0
1999-12-10,111.4,112.0,104.4,106.7,14929000.0,-0.0937207122774213,-3.9362699156513616,0,90.82444444444445,1.806666666666672,82.97297297297298,8.3783783783784,3.1000000000000085,0.0,77.30725408279531,1.419441330575765,17.978770455550645,6.736421051491803,8.400000000000006,7.969999999999999,0.4521428571428583,0.0,10.960000000000008,45.02601775329046,32.70374493563439,2.330482979189515,0,1,1,0,0,0,1,1,1,0,0,0
1999-12-13,106.6,106.6,101.5,102.5,8653700.0,1.4634146341463417,-5.365853658536586,0,92.76222222222222,1.937777777777768,71.42857142857143,-11.544401544401552,0.0,4.200000000000003,70.25782688766114,-7.049427195134172,20.503174229955324,2.5244037744046786,5.200000000000003,7.877142857142856,-0.09285714285714253,0.0,0.0,41.08577989175002,34.00629186717918,1.3025469315447893,0,1,1,0,0,0,0,1,1,0,0,0
1999-12-14,103.8,104.0,95.0,95.63,10107900.0,6.2428108334204735,4.444212067342884,Buy,93.94333333333333,1.1811111111111074,44.0219142765066,-27.40665715206483,0.0,6.8700000000000045,61.58210947930575,-8.67571740835539,12.505882352941173,-7.997291877014151,9.0,7.85,-0.02714285714285669,0.0,0.0,37.89764868603041,34.647299541360994,0.6410076741818145,0,0,1,0,0,0,0,0,0,0,0,0
1999-12-15,92.88,99.44,91.0,96.5,10133500.0,5.284974093264243,3.5025906735751247,Buy,94.77000000000001,0.8266666666666822,46.825652594263616,2.8037383177570163,0.8700000000000045,0.0,58.36498462651474,-3.2171248527910095,8.353918706490004,-4.151963646451168,8.439999999999998,8.024285714285714,0.17428571428571438,0.0,0.0,56.88434303697873,38.023066192358684,3.37576665099769,0,0,0,0,0,0,0,0,0,0,0,0
1999-12-16,98.25,98.75,93.5,94.88,7004400.0,7.082630691399662,5.269814502529512,Buy,95.69444444444443,0.9244444444444184,41.60489848533676,-5.2207541089268545,0.0,1.6200000000000045,51.714677640603576,-6.650306985911165,9.611829944547127,1.2579112380571225,5.25,7.836428571428571,-0.18785714285714317,0.0,2.5,41.427328111401195,39.20893900630138,1.1858728139426944,0,0,0,0,0,0,0,0,0,0,0,0
1999-12-17,97.19,97.63,93.81,94.06,5955900.0,8.016159897937477,6.187539868169247,Buy,96.43666666666667,0.7422222222222388,38.96229455365776,-2.642603931678998,0.0,0.8199999999999932,53.681855166802286,1.9671775261987108,7.644769970244915,-1.9670599743022121,3.819999999999993,7.627142857142856,-0.20928571428571452,0.0,0.3100000000000023,38.140161725067365,41.86561580116971,2.656676794868332,0,0,0,0,0,0,0,0,0,1,0,0
1999-12-20,97.75,101.6,95.06,97.0,10566600.0,3.7113402061855614,2.969072164948449,0,97.6522222222222,1.2155555555555395,48.436996455043506,9.474701901385743,2.9399999999999977,0.0,62.77825342465753,9.096398257855242,12.712061352544735,5.06729138229982,7.539999999999992,7.692142857142856,0.0649999999999995,3.969999999999999,0.0,43.204784491647736,43.490825904573455,1.6252101034037452,0,0,1,0,0,0,0,0,0,0,0,0
1999-12-21,96.56,100.4,96.56,99.88,9509500.0,0.7208650380456536,-2.1926311573888646,0,98.97222222222223,1.3200000000000216,54.157931516422074,5.720935061378569,2.8799999999999955,0.0,65.01816713766652,2.2399137130089954,13.499999999999995,0.7879386474552597,3.8400000000000034,7.562142857142857,-0.129999999999999,0.0,1.5,38.90778155631123,44.77572968585834,1.284903781284882,0,0,1,0,0,0,0,0,0,0,0,0
1999-12-22,100.6,100.6,95.5,97.69,5921000.0,1.3409765585013844,-7.871839492271469,0,98.31555555555555,-0.6566666666666805,46.50593990216632,-7.651991614255756,0.0,2.1899999999999977,59.05181455842249,-5.966352579244031,-5.704633204633202,-19.204633204633197,5.099999999999994,7.475714285714284,-0.08642857142857263,0.19999999999998863,0.0,34.3367017845624,44.85534861847852,0.07961893262018549,0,0,0,0,0,0,0,0,0,0,0,0
1999-12-23,98.0,99.0,89.06,90.0,12914600.0,-1.9444444444444444,-7.222222222222221,0,96.46,-1.8555555555555543,19.636617749825312,-26.869322152341006,0.0,7.689999999999998,53.25387816874764,-5.797936389674852,-15.651358950328026,-9.946725745694824,9.939999999999998,7.662857142857142,0.18714285714285772,0.0,0.0,31.278127812781236,44.45673479159803,-0.3986138268804922,0,0,0,0,0,0,0,0,0,1,1,1
1999-12-27,87.75,88.25,80.13,81.13,16523800.0,10.390730925674852,10.168864784913104,Buy,94.08555555555556,-2.3744444444444355,3.0422878004259197,-16.59432994939939,0.0,8.870000000000005,44.86947956000657,-8.384398608741073,-20.848780487804884,-5.197421537476858,9.870000000000005,7.997142857142856,0.3342857142857145,0.0,0.0,31.278127812781232,43.36989068054654,-1.0868441110514908,0,0,0,0,0,0,0,0,0,1,1,1
1999-12-28,83.06,86.5,81.56,82.31,10304300.0,11.165107520349894,8.589478799659814,Buy,92.60555555555555,-1.480000000000004,6.632187404928526,3.5898996045026066,1.1800000000000068,0.0,46.91459601777193,2.04511645776536,-13.928683467531103,6.920097020273781,5.3700000000000045,8.122142857142856,0.125,0.0,1.4300000000000068,27.185524307826398,42.42589201352178,-0.9439986670247578,0,0,0,0,0,0,0,0,0,1,1,1
1999-12-29,83.44,85.38,82.63,83.5,5913000.0,9.580838323353294,7.041916167664665,Buy,91.16111111111111,-1.4444444444444429,10.252509887435364,3.620322482506838,1.1899999999999977,0.0,46.25124958347217,-0.6633464342997542,-13.471502590673575,0.45718087685752806,3.069999999999993,7.845714285714285,-0.27642857142857125,0.0,1.0699999999999932,15.259895088221215,39.5435709567169,-2.8823210568048836,0,0,0,0,0,0,0,0,0,1,1,1
1999-12-30,84.63,85.13,78.5,79.06,9256600.0,15.734884897546165,13.053377181887166,Buy,89.40333333333332,-1.7577777777777897,1.671641791044783,-8.580868096390581,0.0,4.439999999999998,24.88743348342203,-21.363816100050144,-16.673693086003365,-3.2021904953297895,6.6299999999999955,6.5335714285714275,-1.3121428571428577,0.0,0.0,61.98723792160449,38.84996142716101,-0.6936095295558857,0,0,0,1,1,1,0,0,0,1,1,1
1999-12-31,79.31,79.38,76.0,76.13,7270700.0,20.18915013792198,17.40443977407067,Buy,87.4111111111111,-1.9922222222222246,0.42483660130717477,-1.2468051897376082,0.0,2.930000000000007,18.607516943931003,-6.279916539491026,-19.06230065915374,-2.3886075731503738,3.3799999999999955,6.174999999999998,-0.35857142857142943,0.0,0.0,24.043715846994687,37.351225576711315,-1.4987358504496981,0,0,0,1,1,1,0,0,0,1,1,1
2000-01-03,81.5,89.56,80.0,89.38,16117600.0,2.3718952785858187,-8.32400984560304,0,86.56444444444445,-0.8466666666666498,47.78571428571427,47.36087768440709,13.25,0.0,38.638725320401804,20.0312083764708,-7.855670103092788,11.20663055606095,13.430000000000007,6.762857142857142,0.5878571428571435,10.180000000000007,0.0,35.63327032136103,36.961760607397814,-0.38946496931350083,0,0,0,1,0,0,0,0,0,0,0,0
2000-01-04,85.38,91.5,81.75,81.94,17487400.0,-8.310959238467174,-12.435928728337805,0,84.57111111111112,-1.9933333333333252,23.203124999999996,-24.582589285714274,0.0,7.439999999999998,38.261018693191566,-0.3777066272102374,-17.961553864637565,-10.105883761544778,9.75,6.8164285714285695,0.05357142857142794,1.9399999999999977,0.0,41.038961038961006,37.18614006117856,0.22437945378074886,0,0,0,1,0,0,0,0,0,1,1,1
2000-01-05,70.75,75.13,69.63,71.75,38457400.0,1.3101045296167215,-3.0522648083623665,0,81.6888888888889,-2.882222222222225,6.631216765717875,-16.57190823428212,0.0,10.189999999999998,31.701907437527723,-6.559111255663844,-26.553383150783088,-8.591829286145522,12.310000000000002,7.092857142857142,0.27642857142857213,0.0,0.0,41.03896103896101,36.054327061320166,-1.131812999858397,0,0,0,1,0,0,0,0,0,1,1,1
2000-01-06,71.31,72.69,64.0,65.56,18752000.0,10.784014643075036,6.1012812690665035,Buy,78.97333333333333,-2.715555555555568,4.148936170212773,-2.4822805955051024,0.0,6.189999999999998,29.69529085872577,-2.006616578801953,-27.155555555555555,-0.6021724047724675,8.689999999999998,7.338571428571427,0.24571428571428555,0.0,0.0,58.155339805825214,37.249185039493305,1.1948579781731397,0,0,0,1,1,1,0,0,0,1,1,1
2000-01-07,67.0,70.5,66.19,69.56,10505400.0,4.41345600920068,-0.5319148936170278,Buy,77.68777777777778,-1.285555555555547,14.787234042553198,10.638297872340425,4.0,0.0,33.74900504112496,4.05371418239919,-14.261062492296306,12.89449306325925,4.939999999999998,7.418571428571427,0.08000000000000007,0.0,2.1899999999999977,44.92882562277579,37.73408960361534,0.48490456412203287,0,0,0,1,0,0,0,0,0,1,1,1
2000-01-10,72.56,72.63,65.56,69.19,14757900.0,1.1706894059835269,-3.5265211735799937,0,76.22999999999999,-1.4577777777777925,14.180327868852455,-0.6069061737007431,0.0,0.37000000000000455,30.902348578491967,-2.8466564626329927,-15.93974000728952,-1.6786775149932147,7.069999999999993,7.384999999999999,-0.03357142857142836,2.1299999999999955,0.0,40.01937984496122,37.50656070028058,-0.22752890333475762,0,0,0,1,0,0,0,0,0,1,1,1
2000-01-11,66.88,70.0,65.0,66.75,10532700.0,2.6217228464419478,0.08988764044944161,0,74.36888888888888,-1.8611111111111143,7.513661202185793,-6.666666666666662,0.0,2.4399999999999977,27.110681221500627,-3.79166735699134,-20.059880239520957,-4.120140232231437,5.0,7.467857142857142,0.08285714285714274,0.0,0.0,50.99268547544409,38.36976812307579,0.863207422795206,0,0,0,1,1,1,0,0,0,1,1,1
2000-01-12,67.88,68.0,63.0,63.56,10804500.0,7.772183763373188,5.113278791692888,Buy,72.64666666666666,-1.7222222222222143,1.555555555555562,-5.958105646630232,0.0,3.1899999999999977,26.741174867111894,-0.3695063543887329,-19.60536301543132,0.45451722408963846,5.0,7.4607142857142845,-0.0071428571428571175,0.0,0.0,50.4751847940866,39.522516909470376,1.1527487863945893,0,0,0,1,1,1,0,0,0,1,1,1
2000-01-13,64.94,67.19,63.13,65.94,10448100.0,3.88231725811344,1.319381255686995,0,71.51444444444445,-1.132222222222211,10.315789473684204,8.760233918128641,2.3799999999999955,0.0,32.32441962973847,5.5832447626265775,-13.384999343228685,6.220363672202634,4.059999999999995,7.0407142857142855,-0.41999999999999904,0.0,0.13000000000000256,49.44939695857368,40.820464705598404,1.2979477961280281,0,0,0,1,0,0,0,0,0,1,1,1
2000-01-14,66.75,68.5,64.0,64.25,6853600.0,14.210116731517502,9.151750972762638,Buy,68.72222222222223,-2.7922222222222217,4.385964912280701,-5.929824561403502,0.0,1.6899999999999977,36.13666228646518,3.81224265672671,-28.115909599462963,-14.730910256234278,4.5,6.657142857142857,-0.3835714285714289,1.3100000000000023,0.0,52.69872423945044,42.35050730750335,1.5300426019049453,0,0,0,1,0,0,0,0,0,1,1,1
2000-01-18,63.44,65.19,63.0,64.13,5384900.0,14.423826602214254,9.355995633868705,Buy,66.74333333333333,-1.9788888888889034,3.9649122807017387,-0.42105263157896244,0.0,0.12000000000000455,34.80441323971915,-1.3322490467460284,-21.735416158164515,6.380493441298448,2.1899999999999977,6.429999999999999,-0.22714285714285776,0.0,0.0,64.22163588390508,44.99594384865183,2.6454365411484773,0,0,0,1,0,0,0,0,0,1,1,1
2000-01-19,64.13,67.5,63.0,66.81,8245500.0,9.833857207004929,4.9693159706630645,Buy,66.19444444444444,-0.5488888888888823,13.368421052631588,9.403508771929848,2.680000000000007,0.0,36.38884358179742,1.5844303420782637,-6.885017421602785,14.85039873656173,4.5,6.532142857142857,0.10214285714285776,2.3100000000000023,0.0,77.01832590391282,49.40726033548693,4.411316486835105,0,0,0,1,0,0,0,0,0,1,1,1
2000-01-20,66.94,67.0,63.94,64.75,5978000.0,13.328185328185322,8.308880308880303,Buy,66.10444444444445,-0.0899999999999892,6.140350877192982,-7.228070175438606,0.0,2.0600000000000023,37.858476158153735,1.469632576356318,-1.2355094569859706,5.649507964616815,3.0600000000000023,6.277142857142857,-0.2549999999999999,0.0,0.9399999999999977,69.14339801230481,49.918414627679816,0.5111542921928844,0,0,0,1,0,0,0,0,0,1,1,1
2000-01-21,64.63,64.63,60.0,62.06,11461900.0,18.24041250402835,13.003544956493704,Buy,65.27111111111111,-0.8333333333333428,6.539682539682547,0.39933166248956464,0.0,2.6899999999999977,38.013290168682914,0.1548140105291793,-10.78205865439908,-9.546549197413109,4.75,6.375,0.09785714285714331,0.0,0.0,69.1433980123048,53.13982049663054,3.2214058689507254,0,0,0,1,0,0,0,0,0,1,1,1
2000-01-24,67.56,73.38,67.5,70.13,29170200.0,1.5970340795665259,-1.254812491087973,0,65.37555555555555,0.10444444444443945,32.158730158730144,25.6190476190476,8.069999999999993,0.0,32.012707905064474,-6.0005822636184405,1.3585778291660613,12.14063648356514,11.319999999999993,6.224285714285713,-0.1507142857142867,8.75,0.0,66.9035532994924,55.37341213792564,2.2335916412950994,0,0,0,1,0,0,0,0,0,1,0,0
2000-01-25,70.0,71.25,66.0,69.25,9434100.0,1.9927797833934953,-2.61371841155235,0,65.65333333333334,0.2777777777777857,61.136814276272325,28.97808411754218,0.0,0.8799999999999955,36.485623003194895,4.4729150981304215,3.7453183520599254,2.386740522893864,5.25,5.902857142857142,-0.3214285714285712,0.0,0.0,63.28828828828831,56.96264979859188,1.5892376606662424,0,0,0,1,0,0,0,0,1,0,0,0
2000-01-26,68.63,70.0,64.75,64.81,6558000.0,11.479709921308435,7.1439592655454325,Buy,65.79222222222221,0.13888888888887152,35.94917787742903,-25.187636398843296,0.0,4.439999999999998,41.577669902912625,5.0920468997177295,1.9666456891126494,-1.778672662947276,5.25,5.398571428571428,-0.5042857142857144,0.0,0.0,63.28828828828832,58.55188745925812,1.5892376606662353,0,0,0,0,0,0,0,0,0,1,0,0
2000-01-27,65.19,67.75,64.63,66.94,6784000.0,28.383627128772037,25.76934568270093,Buy,65.90333333333335,0.11111111111114269,51.86846038863976,15.919282511210731,2.1299999999999955,0.0,51.8578352180937,10.280165315181073,1.5165301789505612,-0.4501155101620882,3.1200000000000045,5.0007142857142854,-0.39785714285714224,0.0,0.0,63.28828828828831,58.91852663657691,0.36663917731878826,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-28,65.0,66.44,60.0,61.69,13777900.0,39.30945047819744,36.47268601069866,Buy,65.61888888888888,-0.2844444444444747,12.63079222720477,-39.23766816143499,0.0,5.25,39.749934878874704,-12.107900339218993,-3.9844357976653733,-5.500965976615935,6.939999999999998,5.143571428571428,0.14285714285714235,0.0,0.0,86.25561978163134,61.87044050506659,2.951913868489683,0,0,0,1,0,0,0,0,0,1,1,1
2000-01-31,60.38,64.75,58.44,64.56,10697900.0,33.11648079306071,30.40582403965303,Buy,65.66666666666667,0.047777777777795905,40.96385542168679,28.333063194482015,2.8700000000000045,0.0,44.338469063340675,4.588534184465971,0.6705130204272678,4.654948818092641,6.310000000000002,5.089285714285714,-0.05428571428571338,0.0,0.0,84.07738095238096,65.017440584168,3.14700007910141,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-01,67.5,70.63,64.38,67.44,13404600.0,27.431791221826813,24.836892052194546,Buy,65.73666666666668,0.07000000000000739,60.24096385542169,19.277108433734902,2.8799999999999955,0.0,50.83474473747882,6.496275674138147,0.9429726088908778,0.27245958846360996,6.25,5.178571428571429,0.08928571428571441,0.0,5.939999999999998,27.65737874097009,63.350632960277,-1.6668076238910032,0,0,0,0,0,0,0,0,1,0,0,0
2000-02-02,67.94,72.25,67.75,69.44,14025900.0,23.761520737327192,21.24135944700461,Buy,66.25777777777778,0.5211111111110966,73.62784471218208,13.386880856760392,2.0,0.0,57.32436472346786,6.489619985989037,7.24324324324324,6.300270634352363,4.810000000000002,5.165,-0.01357142857142879,0.0,3.3700000000000045,8.747252747252748,60.37006638550316,-2.980566574773839,0,0,0,0,0,0,0,1,1,0,0,0
2000-02-03,81.13,85.94,77.38,84.19,43750000.0,-0.22568000950231348,-1.2590568951181877,0,68.71666666666667,2.458888888888893,93.63636363636364,20.00851892418156,14.75,0.0,67.37764235383736,10.0532776303695,35.65903963905897,28.415796395815725,16.5,6.053571428571429,0.8885714285714288,13.689999999999998,0.0,43.541724042963374,59.948089748673844,-0.42197663682931363,0,0,1,0,0,0,1,1,1,0,0,0
2000-02-04,82.75,82.75,78.0,78.56,11023000.0,6.924643584521382,5.817209775967404,Buy,69.65333333333332,0.9366666666666532,73.16363636363637,-20.47272727272727,0.0,5.6299999999999955,62.67493356953056,-4.7027087843068,12.020533295308724,-23.638506343750244,6.189999999999998,6.174285714285714,0.12071428571428555,0.0,0.6200000000000045,38.96687254351485,58.96724319896415,-0.9808465497096961,0,0,1,0,0,0,0,1,1,0,0,0
2000-02-07,76.19,76.88,73.13,75.0,10129000.0,12.0,10.839999999999995,Buy,70.29222222222222,0.6388888888888999,60.218181818181826,-12.945454545454545,0.0,3.5600000000000023,59.0749707797629,-3.599962789767659,8.303249097472925,-3.7172841978357987,5.430000000000007,6.405714285714287,0.2314285714285722,0.0,0.0,38.96687254351485,57.163331531793425,-1.8039116671707234,0,0,0,0,0,0,0,0,1,0,0,0
2000-02-08,74.0,84.0,73.44,83.13,19472800.0,0.7217610970768779,-3.4644532659689595,0,72.32777777777777,2.035555555555547,89.78181818181817,29.56363636363634,8.129999999999995,0.0,62.488521579430675,3.4135507996677745,28.267242709458408,19.963993611985483,10.560000000000002,6.838571428571429,0.4328571428571424,7.1200000000000045,0.0,46.228048478852315,54.964026001431975,-2.1993055303614497,0,0,1,0,0,0,1,1,1,0,0,0
2000-02-09,80.55,83.73,80.02,80.25,9580400.0,-0.4610591900311583,-5.059190031152651,0,73.80666666666667,1.4788888888889034,79.30909090909091,-10.472727272727255,0.0,2.8799999999999955,61.71402660217655,-0.7744949772541219,19.883477741260837,-8.383764968197571,3.710000000000008,6.885000000000001,0.04642857142857171,0.0,6.579999999999998,28.326459735185583,52.04853041020916,-2.9154955912228147,0,0,1,0,0,0,0,1,1,0,0,0
