AMZN,Open,High,Low,Close,Volume,r_percent_increase_high,r_percent_increase_close,c_four_percent_high,SMA,SMA_diff,Stochastic,Stochastic_diff,rsi_up_var,rsi_down_var,RSI,RSI_diff,ROC,ROC_diff,tr,ATR,ATR_diff,pos_dx,neg_dx,dx,ADX,ADX_diff
2015-03-04,385.71,387.9,382.19,382.72,2259141.0,1.4888691471571867,1.3351797658862763,0.0,382.8561111111111,0.4138888888888914,60.179640718562986,-13.766719434693748,0.0,1.8899999999999864,57.44158649126256,-3.904510998236333,0.9828625707463219,-2.0275560488535413,5.7099999999999795,6.561285714285715,-0.020714285714286795,1.7999999999999545,0.0,9.112013929193413,24.10000903269346,-1.5403880740928777
2015-03-05,385.61,388.4182,383.89,387.83,2693518.0,-0.21401129360802004,-1.995719774127842,0.0,383.31944444444446,0.4633333333333667,90.77844311377233,30.59880239520934,5.109999999999957,0.0,59.86854286243287,2.4269563711703057,1.0868998592503671,0.10403728850404526,5.698199999999986,6.585442857142856,0.02415714285714099,0.0,1.6999999999999886,10.23160363529762,22.0598971819612,-2.0401118507322593
2015-03-06,385.52,387.0,378.88,380.09,2627042.0,-0.1999526427951251,-0.4025362414164995,0.0,383.3138888888889,-0.005555555555531555,44.43113772455069,-46.34730538922164,0.0,7.740000000000009,48.47609038360482,-11.392452478828048,-0.013153048876732618,-1.1000529081270998,8.949999999999989,6.796871428571426,0.21142857142856997,0.0,0.0,3.3760972316002738,19.325173431439797,-2.734723750521404
2015-03-09,378.4,379.33,375.28,378.56,2311390.0,-0.20868554522401214,-1.1411665257819086,0.0,383.31055555555554,-0.003333333333387145,34.56416464891033,-9.86697307564036,0.0,1.5299999999999727,52.99693603983149,4.520845656226669,-0.007924139570504429,0.005228909306228189,4.810000000000002,6.4861571428571425,-0.3107142857142833,0.0,0.0,3.376097231600287,16.59044968091839,-2.7347237505214075
2015-03-10,377.45,377.77,369.18,369.51,3120972.0,1.6210657357040428,1.2800736109983541,0.0,381.5483333333333,-1.762222222222249,1.6344725111440521,-32.929692137766274,0.0,9.050000000000011,46.74041547035972,-6.256520569471768,-4.115525339284328,-4.107601199713823,9.379999999999995,6.8783,0.3921428571428578,0.0,0.0,2.785326086956508,13.888511515610478,-2.7019381653079115
2015-03-11,370.61,373.35,366.26,366.37,2495097.0,2.6257608428637726,2.3923902066217173,0.0,379.50055555555554,-2.0477777777777533,0.47598442232805527,-1.158488088815997,0.0,3.1399999999999864,38.87174966945789,-7.86866580090183,-4.789501039501041,-0.6739757002167135,7.090000000000032,6.7768714285714315,-0.10142857142856876,0.0,0.0,24.526748971193445,12.573813473362964,-1.3146980422475139
2015-03-12,368.82,375.5,367.52,374.24,2810001.0,0.766887558785807,0.23915134672936664,0.0,378.84277777777777,-0.6577777777777669,34.53050627434017,34.054521852012115,7.8700000000000045,0.0,42.140830969464346,3.269081300006455,-1.5572390572390613,3.2322619822619796,9.129999999999995,6.867585714285716,0.09071428571428442,2.1499999999999773,0.0,5.823627287853738,12.0946259853936,-0.47918748796936406
2015-03-13,371.52,373.99,366.68,370.58,2611658.0,2.3719574720708136,2.1344918775972865,0.0,377.16777777777776,-1.6750000000000114,18.693206404154004,-15.837299870186165,0.0,3.660000000000025,42.04261694689527,-0.09821402256907419,-3.908934150989872,-2.351695093750811,7.560000000000002,6.940442857142857,0.07285714285714118,0.0,0.0,3.473491773308944,12.295769959202888,0.2011439738092875
2015-03-16,370.38,373.94,366.72,373.35,2354059.0,2.2552564617650885,1.3767242533815418,0.0,375.91666666666663,-1.251111111111129,30.679359584595534,11.98615318044153,2.7700000000000387,0.0,45.72524065916139,3.682623712266121,-2.9276409869738154,0.9812931640160567,7.21999999999997,7.147585714285713,0.20714285714285552,0.0,0.040000000000020464,3.2846715328466036,10.498686280754553,-1.7970836784483346
2015-03-17,371.11,374.5,369.64,371.92,2036961.0,2.6484190148418922,1.7665089266508907,0.0,374.71666666666664,-1.1999999999999886,24.491562094331552,-6.187797490263982,0.0,1.4300000000000068,37.978190918841605,-7.747049740319788,-2.8219063545150527,0.10573463245876269,4.860000000000014,6.686871428571428,-0.4607142857142845,0.0,2.919999999999959,54.779622209502406,11.529876417946955,1.031190137192402
